year	eeacellcode	specieskey	species	establishmentmeans	degreeofestablishment	pathway	occurrences	distinctobservers
2013	1kmE4014N3098	2875979	Corylus avellana				1	1
2013	1kmE4014N3098	2878688	Quercus robur				1	1
2013	1kmE4014N3098	2880539	Quercus rubra				1	1
2013	1kmE4014N3098	5331916	Betula pendula				1	1
2013	1kmE4014N3099	2876213	Alnus glutinosa				1	1
2013	1kmE4014N3099	2880539	Quercus rubra				1	1
2013	1kmE4014N3099	2882316	Fagus sylvatica				1	1
2013	1kmE4014N3099	5331916	Betula pendula				2	2
2013	1kmE4014N3100	2878688	Quercus robur				1	1
2013	1kmE4014N3102	2878688	Quercus robur				1	1
2013	1kmE4014N3103	2875979	Corylus avellana				1	1
2013	1kmE4014N3104	5331916	Betula pendula				1	1
2013	1kmE4014N3104	5414202	Myrica gale				1	1
2013	1kmE4014N3105	2878688	Quercus robur				1	1
2013	1kmE4014N3106	2880539	Quercus rubra				2	1
2013	1kmE4014N3107						1	1
2013	1kmE4014N3107	2878688	Quercus robur				1	1
2013	1kmE4014N3107	2880539	Quercus rubra				1	1
2013	1kmE4014N3109	2878688	Quercus robur				1	1
2013	1kmE4015N3081	9148577	Alnus incana				1	1
2013	1kmE4015N3083	2880539	Quercus rubra				1	1
2013	1kmE4015N3084	2880539	Quercus rubra				1	1
2013	1kmE4015N3086	2876213	Alnus glutinosa				1	1
2013	1kmE4015N3087	2878688	Quercus robur				1	1
2013	1kmE4015N3088	5333294	Castanea sativa				1	1
2013	1kmE4015N3090	2876607	Alnus cordata				1	1
2013	1kmE4015N3090	2878688	Quercus robur				1	1
2013	1kmE4015N3090	2882316	Fagus sylvatica				1	1
2013	1kmE4015N3091	5331916	Betula pendula				1	1
2013	1kmE4015N3093	5331916	Betula pendula				1	1
2013	1kmE4015N3094	2875979	Corylus avellana				1	1
2013	1kmE4015N3094	2880539	Quercus rubra				1	1
2013	1kmE4015N3094	2882316	Fagus sylvatica				1	1
2013	1kmE4015N3094	5331916	Betula pendula				1	1
2013	1kmE4015N3094	5333294	Castanea sativa				1	1
2013	1kmE4015N3095	2875818	Carpinus betulus				1	1
2013	1kmE4015N3095	2876213	Alnus glutinosa				1	1
2013	1kmE4015N3095	2880539	Quercus rubra				1	1
2013	1kmE4015N3096	2875979	Corylus avellana				1	1
2013	1kmE4015N3096	5331916	Betula pendula				1	1
2013	1kmE4015N3096	5333294	Castanea sativa				1	1
2013	1kmE4015N3096	9118014	Betula pubescens				1	1
2013	1kmE4015N3097	2875818	Carpinus betulus				1	1
2013	1kmE4015N3097	2878688	Quercus robur				1	1
2013	1kmE4015N3097	2880539	Quercus rubra				2	2
2013	1kmE4015N3097	2882316	Fagus sylvatica				1	1
2013	1kmE4015N3098	5333294	Castanea sativa				1	1
2013	1kmE4015N3099	5331916	Betula pendula				1	1
2013	1kmE4015N3100	2876213	Alnus glutinosa				1	1
2013	1kmE4015N3100	9118014	Betula pubescens				1	1
2013	1kmE4015N3114	2878688	Quercus robur				1	1
2013	1kmE4015N3114	5331916	Betula pendula				1	1
2013	1kmE4015N3114	9118014	Betula pubescens				1	1
2013	1kmE4015N3115	2875818	Carpinus betulus				1	1
2013	1kmE4015N3115	2882316	Fagus sylvatica				1	1
2013	1kmE4016N3083	2878688	Quercus robur				1	1
2013	1kmE4016N3089	2876213	Alnus glutinosa				1	1
2013	1kmE4016N3092	3054368	Juglans regia				1	1
2013	1kmE4016N3093	2875979	Corylus avellana				1	1
2013	1kmE4016N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4016N3094	2876607	Alnus cordata				1	1
2013	1kmE4016N3094	3054368	Juglans regia				1	1
2013	1kmE4016N3095	5331916	Betula pendula				1	1
2013	1kmE4016N3096	2876213	Alnus glutinosa				2	2
2013	1kmE4016N3096	2878688	Quercus robur				1	1
2013	1kmE4016N3096	2880539	Quercus rubra				1	1
2013	1kmE4016N3096	5331916	Betula pendula				1	1
2013	1kmE4016N3097	2875818	Carpinus betulus				2	1
2013	1kmE4016N3097	2875979	Corylus avellana				1	1
2013	1kmE4016N3097	2876213	Alnus glutinosa				3	3
2013	1kmE4016N3097	2882316	Fagus sylvatica				1	1
2013	1kmE4016N3097	3054368	Juglans regia				1	1
2013	1kmE4016N3097	5333294	Castanea sativa				1	1
2013	1kmE4016N3098	2875979	Corylus avellana				1	1
2013	1kmE4016N3098	2876213	Alnus glutinosa				1	1
2013	1kmE4016N3098	9118014	Betula pubescens				1	1
2013	1kmE4016N3099	2878688	Quercus robur				1	1
2013	1kmE4016N3099	2880539	Quercus rubra				1	1
2013	1kmE4016N3099	2882316	Fagus sylvatica				1	1
2013	1kmE4016N3099	5333294	Castanea sativa				1	1
2013	1kmE4016N3100	2876213	Alnus glutinosa				1	1
2013	1kmE4016N3102	2876213	Alnus glutinosa				1	1
2013	1kmE4016N3103	2875979	Corylus avellana				1	1
2013	1kmE4016N3103	2878688	Quercus robur				1	1
2013	1kmE4016N3104	2880539	Quercus rubra				2	1
2013	1kmE4016N3105	2880539	Quercus rubra				1	1
2013	1kmE4016N3107	2880539	Quercus rubra				1	1
2013	1kmE4016N3110	2880130	Quercus petraea				1	1
2013	1kmE4016N3114	2875979	Corylus avellana				1	1
2013	1kmE4016N3114	2876213	Alnus glutinosa				1	1
2013	1kmE4016N3114	2880539	Quercus rubra				1	1
2013	1kmE4017N3082	2878688	Quercus robur				1	1
2013	1kmE4017N3084	5333294	Castanea sativa				1	1
2013	1kmE4017N3085	3054368	Juglans regia				1	1
2013	1kmE4017N3086	2876213	Alnus glutinosa				1	1
2013	1kmE4017N3086	2880539	Quercus rubra				1	1
2013	1kmE4017N3087	3054368	Juglans regia				1	1
2013	1kmE4017N3087	9118014	Betula pubescens				1	1
2013	1kmE4017N3089	2878688	Quercus robur				1	1
2013	1kmE4017N3092	5333294	Castanea sativa				1	1
2013	1kmE4017N3093	2875818	Carpinus betulus				1	1
2013	1kmE4017N3094	2876213	Alnus glutinosa				1	1
2013	1kmE4017N3095	2882316	Fagus sylvatica				1	1
2013	1kmE4017N3096	2875818	Carpinus betulus				1	1
2013	1kmE4017N3096	2875979	Corylus avellana				1	1
2013	1kmE4017N3096	2876213	Alnus glutinosa				1	1
2013	1kmE4017N3096	2878688	Quercus robur				1	1
2013	1kmE4017N3096	3054368	Juglans regia				1	1
2013	1kmE4017N3096	5331916	Betula pendula				1	1
2013	1kmE4017N3097	2875818	Carpinus betulus				1	1
2013	1kmE4017N3097	2876213	Alnus glutinosa				1	1
2013	1kmE4017N3097	2880539	Quercus rubra				1	1
2013	1kmE4017N3097	5331916	Betula pendula				1	1
2013	1kmE4017N3098	2875818	Carpinus betulus				1	1
2013	1kmE4017N3098	2878688	Quercus robur				1	1
2013	1kmE4017N3098	2880130	Quercus petraea				1	1
2013	1kmE4017N3098	3054368	Juglans regia				1	1
2013	1kmE4017N3098	5331916	Betula pendula				3	1
2013	1kmE4017N3098	5333294	Castanea sativa				2	1
2013	1kmE4017N3098	5414202	Myrica gale				1	1
2013	1kmE4017N3099	2875979	Corylus avellana				1	1
2013	1kmE4017N3099	2876213	Alnus glutinosa				1	1
2013	1kmE4017N3099	2878688	Quercus robur				1	1
2013	1kmE4017N3099	5414202	Myrica gale				1	1
2013	1kmE4017N3099	9148577	Alnus incana				1	1
2013	1kmE4017N3100	2878688	Quercus robur				1	1
2013	1kmE4017N3100	5333294	Castanea sativa				1	1
2013	1kmE4017N3103	2878688	Quercus robur				1	1
2013	1kmE4017N3104	2880130	Quercus petraea				1	1
2013	1kmE4017N3105	2875979	Corylus avellana				1	1
2013	1kmE4017N3106	2875979	Corylus avellana				1	1
2013	1kmE4017N3106	2878688	Quercus robur				1	1
2013	1kmE4017N3106	3054368	Juglans regia				2	2
2013	1kmE4017N3106	5331916	Betula pendula				1	1
2013	1kmE4017N3106	5333294	Castanea sativa				2	2
2013	1kmE4017N3107	2875979	Corylus avellana				1	1
2013	1kmE4017N3107	2878688	Quercus robur				2	2
2013	1kmE4017N3107	2880539	Quercus rubra				1	1
2013	1kmE4017N3107	5331916	Betula pendula				1	1
2013	1kmE4017N3110	5331916	Betula pendula				1	1
2013	1kmE4017N3113	2878688	Quercus robur				1	1
2013	1kmE4018N3080	2875818	Carpinus betulus				1	1
2013	1kmE4018N3081	2882316	Fagus sylvatica				1	1
2013	1kmE4018N3082	2878688	Quercus robur				1	1
2013	1kmE4018N3084	2882316	Fagus sylvatica				1	1
2013	1kmE4018N3085	2875818	Carpinus betulus				1	1
2013	1kmE4018N3085	2875979	Corylus avellana				1	1
2013	1kmE4018N3085	3054368	Juglans regia				1	1
2013	1kmE4018N3086	3054368	Juglans regia				1	1
2013	1kmE4018N3090	2875979	Corylus avellana				2	2
2013	1kmE4018N3090	2880130	Quercus petraea				1	1
2013	1kmE4018N3091	9118014	Betula pubescens				1	1
2013	1kmE4018N3092	2878688	Quercus robur				1	1
2013	1kmE4018N3092	5331916	Betula pendula				1	1
2013	1kmE4018N3092	5333294	Castanea sativa				1	1
2013	1kmE4018N3093	2875979	Corylus avellana				1	1
2013	1kmE4018N3093	2878688	Quercus robur				1	1
2013	1kmE4018N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4018N3095	2875979	Corylus avellana				1	1
2013	1kmE4018N3095	2878688	Quercus robur				1	1
2013	1kmE4018N3095	5333294	Castanea sativa				1	1
2013	1kmE4018N3095	9148577	Alnus incana				1	1
2013	1kmE4018N3096	2875818	Carpinus betulus				1	1
2013	1kmE4018N3096	5333294	Castanea sativa				1	1
2013	1kmE4018N3096	9148577	Alnus incana				2	1
2013	1kmE4018N3097	2876213	Alnus glutinosa				2	1
2013	1kmE4018N3097	2878688	Quercus robur				1	1
2013	1kmE4018N3097	2880539	Quercus rubra				1	1
2013	1kmE4018N3097	3054368	Juglans regia				1	1
2013	1kmE4018N3097	5333294	Castanea sativa				1	1
2013	1kmE4018N3097	9148577	Alnus incana				1	1
2013	1kmE4018N3098	2875979	Corylus avellana				2	1
2013	1kmE4018N3098	2878688	Quercus robur				2	2
2013	1kmE4018N3098	2880539	Quercus rubra				1	1
2013	1kmE4018N3098	2882316	Fagus sylvatica				1	1
2013	1kmE4018N3098	3054368	Juglans regia				1	1
2013	1kmE4018N3098	5331916	Betula pendula				1	1
2013	1kmE4018N3098	9118014	Betula pubescens				1	1
2013	1kmE4018N3099	2875979	Corylus avellana				1	1
2013	1kmE4018N3099	2876213	Alnus glutinosa				3	1
2013	1kmE4018N3099	2878688	Quercus robur				1	1
2013	1kmE4018N3099	2882316	Fagus sylvatica				1	1
2013	1kmE4018N3099	5331916	Betula pendula				1	1
2013	1kmE4018N3100	2876213	Alnus glutinosa				1	1
2013	1kmE4018N3100	3054368	Juglans regia				1	1
2013	1kmE4018N3100	5331916	Betula pendula				1	1
2013	1kmE4018N3101	2880539	Quercus rubra				1	1
2013	1kmE4018N3104	5331916	Betula pendula				1	1
2013	1kmE4018N3105	3054368	Juglans regia				1	1
2013	1kmE4018N3105	9118014	Betula pubescens				1	1
2013	1kmE4018N3106	2878688	Quercus robur				1	1
2013	1kmE4018N3106	5331916	Betula pendula				1	1
2013	1kmE4018N3107	2875818	Carpinus betulus				1	1
2013	1kmE4018N3107	2878688	Quercus robur				1	1
2013	1kmE4018N3107	9118014	Betula pubescens				1	1
2013	1kmE4018N3117	2875979	Corylus avellana				1	1
2013	1kmE4019N3082	9118014	Betula pubescens				1	1
2013	1kmE4019N3087	5331916	Betula pendula				1	1
2013	1kmE4019N3087	5333294	Castanea sativa				1	1
2013	1kmE4019N3088	2878688	Quercus robur				1	1
2013	1kmE4019N3089	2875818	Carpinus betulus				1	1
2013	1kmE4019N3089	2878688	Quercus robur				1	1
2013	1kmE4019N3092	2876213	Alnus glutinosa				1	1
2013	1kmE4019N3093	2875818	Carpinus betulus				1	1
2013	1kmE4019N3093	2875979	Corylus avellana				2	2
2013	1kmE4019N3093	2876213	Alnus glutinosa				1	1
2013	1kmE4019N3093	2878688	Quercus robur				1	1
2013	1kmE4019N3093	5331916	Betula pendula				1	1
2013	1kmE4019N3095	2875979	Corylus avellana				2	2
2013	1kmE4019N3096	2878688	Quercus robur				1	1
2013	1kmE4019N3097	2875979	Corylus avellana				1	1
2013	1kmE4019N3097	2876213	Alnus glutinosa				1	1
2013	1kmE4019N3097	2876607	Alnus cordata				1	1
2013	1kmE4019N3097	2878688	Quercus robur				1	1
2013	1kmE4019N3097	3054368	Juglans regia				1	1
2013	1kmE4019N3097	5331916	Betula pendula				2	2
2013	1kmE4019N3098	2875979	Corylus avellana				1	1
2013	1kmE4019N3098	2878688	Quercus robur				1	1
2013	1kmE4019N3098	3054368	Juglans regia				1	1
2013	1kmE4019N3098	5331916	Betula pendula				2	2
2013	1kmE4019N3099	2875818	Carpinus betulus				2	2
2013	1kmE4019N3099	2875979	Corylus avellana				1	1
2013	1kmE4019N3099	2876213	Alnus glutinosa				1	1
2013	1kmE4019N3099	2880539	Quercus rubra				1	1
2013	1kmE4019N3099	3054368	Juglans regia				1	1
2013	1kmE4019N3099	5331916	Betula pendula				1	1
2013	1kmE4019N3100	2875818	Carpinus betulus				1	1
2013	1kmE4019N3100	2876213	Alnus glutinosa				1	1
2013	1kmE4019N3100	2878688	Quercus robur				1	1
2013	1kmE4019N3100	5333294	Castanea sativa				1	1
2013	1kmE4019N3101	2878688	Quercus robur				1	1
2013	1kmE4019N3101	5331916	Betula pendula				1	1
2013	1kmE4019N3103	5333294	Castanea sativa				1	1
2013	1kmE4019N3105	2875818	Carpinus betulus				1	1
2013	1kmE4019N3105	3054368	Juglans regia				1	1
2013	1kmE4019N3106	2875979	Corylus avellana				1	1
2013	1kmE4019N3106	5333294	Castanea sativa				1	1
2013	1kmE4019N3107	2875818	Carpinus betulus				1	1
2013	1kmE4019N3107	2875979	Corylus avellana				1	1
2013	1kmE4019N3107	2880539	Quercus rubra				2	2
2013	1kmE4019N3107	2882316	Fagus sylvatica				1	1
2013	1kmE4019N3107	5333294	Castanea sativa				2	2
2013	1kmE4019N3108	2878688	Quercus robur				1	1
2013	1kmE4019N3108	5331916	Betula pendula				1	1
2013	1kmE4020N3082	2875979	Corylus avellana				1	1
2013	1kmE4020N3082	2880539	Quercus rubra				1	1
2013	1kmE4020N3083	5333294	Castanea sativa				1	1
2013	1kmE4020N3086	9118014	Betula pubescens				1	1
2013	1kmE4020N3087	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3087	5331916	Betula pendula				1	1
2013	1kmE4020N3088	2878688	Quercus robur				1	1
2013	1kmE4020N3089	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3090	2878688	Quercus robur				1	1
2013	1kmE4020N3090	9118014	Betula pubescens				1	1
2013	1kmE4020N3092	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3092	2878688	Quercus robur				1	1
2013	1kmE4020N3093	2875818	Carpinus betulus				1	1
2013	1kmE4020N3093	2878688	Quercus robur				2	1
2013	1kmE4020N3094	2875818	Carpinus betulus				1	1
2013	1kmE4020N3094	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3095	2875818	Carpinus betulus				1	1
2013	1kmE4020N3095	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3096	2878688	Quercus robur				1	1
2013	1kmE4020N3096	5331916	Betula pendula				1	1
2013	1kmE4020N3097	2875818	Carpinus betulus				1	1
2013	1kmE4020N3097	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3098	2876213	Alnus glutinosa				2	2
2013	1kmE4020N3098	2882316	Fagus sylvatica				1	1
2013	1kmE4020N3098	9118014	Betula pubescens				1	1
2013	1kmE4020N3099	2875818	Carpinus betulus				1	1
2013	1kmE4020N3099	2878688	Quercus robur				2	2
2013	1kmE4020N3099	2880539	Quercus rubra				1	1
2013	1kmE4020N3100	2875979	Corylus avellana				1	1
2013	1kmE4020N3100	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3100	2880539	Quercus rubra				1	1
2013	1kmE4020N3100	3054368	Juglans regia				1	1
2013	1kmE4020N3101	2878688	Quercus robur				1	1
2013	1kmE4020N3101	5331916	Betula pendula				1	1
2013	1kmE4020N3102	2875818	Carpinus betulus				1	1
2013	1kmE4020N3102	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3102	3054368	Juglans regia				3	2
2013	1kmE4020N3103	2875979	Corylus avellana				1	1
2013	1kmE4020N3103	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3103	3054368	Juglans regia				1	1
2013	1kmE4020N3104	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3106	2876213	Alnus glutinosa				1	1
2013	1kmE4020N3106	2878688	Quercus robur				1	1
2013	1kmE4020N3106	2880539	Quercus rubra				1	1
2013	1kmE4020N3106	2882316	Fagus sylvatica				1	1
2013	1kmE4020N3106	5331916	Betula pendula				1	1
2013	1kmE4020N3111	3054368	Juglans regia				1	1
2013	1kmE4021N3080	9148577	Alnus incana				1	1
2013	1kmE4021N3083	3054368	Juglans regia				1	1
2013	1kmE4021N3083	5333294	Castanea sativa				1	1
2013	1kmE4021N3085	2875818	Carpinus betulus				1	1
2013	1kmE4021N3086						1	1
2013	1kmE4021N3087	2875979	Corylus avellana				1	1
2013	1kmE4021N3088	5331916	Betula pendula				1	1
2013	1kmE4021N3090	2878688	Quercus robur				1	1
2013	1kmE4021N3090	2882316	Fagus sylvatica				1	1
2013	1kmE4021N3091	3054368	Juglans regia				1	1
2013	1kmE4021N3092	2875979	Corylus avellana				1	1
2013	1kmE4021N3092	2876213	Alnus glutinosa				1	1
2013	1kmE4021N3092	2878688	Quercus robur				2	1
2013	1kmE4021N3092	2882316	Fagus sylvatica				2	1
2013	1kmE4021N3092	5331916	Betula pendula				2	2
2013	1kmE4021N3093	2878688	Quercus robur				1	1
2013	1kmE4021N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4021N3093	3054368	Juglans regia				1	1
2013	1kmE4021N3093	5333294	Castanea sativa				1	1
2013	1kmE4021N3094	2875979	Corylus avellana				1	1
2013	1kmE4021N3095	2875818	Carpinus betulus				1	1
2013	1kmE4021N3095	2875979	Corylus avellana				1	1
2013	1kmE4021N3096	2876213	Alnus glutinosa				1	1
2013	1kmE4021N3097	2875979	Corylus avellana				1	1
2013	1kmE4021N3097	2878688	Quercus robur				1	1
2013	1kmE4021N3098	2878688	Quercus robur				1	1
2013	1kmE4021N3099	2880130	Quercus petraea				1	1
2013	1kmE4021N3099	3054368	Juglans regia				1	1
2013	1kmE4021N3102	3054368	Juglans regia				1	1
2013	1kmE4021N3103	2876213	Alnus glutinosa				1	1
2013	1kmE4022N3085	3054368	Juglans regia				1	1
2013	1kmE4022N3088	2876607	Alnus cordata				1	1
2013	1kmE4022N3088	2878688	Quercus robur				1	1
2013	1kmE4022N3089	2875818	Carpinus betulus				1	1
2013	1kmE4022N3089	2876607	Alnus cordata				1	1
2013	1kmE4022N3091	2880539	Quercus rubra				1	1
2013	1kmE4022N3091	2882316	Fagus sylvatica				2	2
2013	1kmE4022N3091	5333294	Castanea sativa				1	1
2013	1kmE4022N3092	2875818	Carpinus betulus				1	1
2013	1kmE4022N3092	2875979	Corylus avellana				5	2
2013	1kmE4022N3092	2878688	Quercus robur				6	1
2013	1kmE4022N3092	2882316	Fagus sylvatica				2	1
2013	1kmE4022N3092	5331916	Betula pendula				4	1
2013	1kmE4022N3092	5333294	Castanea sativa				1	1
2013	1kmE4022N3092	9118014	Betula pubescens				2	1
2013	1kmE4022N3093	2875818	Carpinus betulus				2	1
2013	1kmE4022N3093	2875979	Corylus avellana				1	1
2013	1kmE4022N3093	2878688	Quercus robur				4	1
2013	1kmE4022N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4022N3093	5331916	Betula pendula				1	1
2013	1kmE4022N3093	5333294	Castanea sativa				1	1
2013	1kmE4022N3094	2875818	Carpinus betulus				1	1
2013	1kmE4022N3094	2878688	Quercus robur				1	1
2013	1kmE4022N3095	2878688	Quercus robur				2	1
2013	1kmE4022N3096	2878688	Quercus robur				1	1
2013	1kmE4022N3098	2875818	Carpinus betulus				1	1
2013	1kmE4022N3098	5333294	Castanea sativa				1	1
2013	1kmE4022N3099						1	1
2013	1kmE4022N3099	2880539	Quercus rubra				1	1
2013	1kmE4022N3103	2878688	Quercus robur				1	1
2013	1kmE4022N3104	5333294	Castanea sativa				1	1
2013	1kmE4022N3106	5331916	Betula pendula				1	1
2013	1kmE4022N3107	5331916	Betula pendula				1	1
2013	1kmE4023N3082	2875979	Corylus avellana				1	1
2013	1kmE4023N3084	2875818	Carpinus betulus				1	1
2013	1kmE4023N3086	2882316	Fagus sylvatica				1	1
2013	1kmE4023N3087	2875979	Corylus avellana				1	1
2013	1kmE4023N3088	2882316	Fagus sylvatica				1	1
2013	1kmE4023N3089	2875979	Corylus avellana				1	1
2013	1kmE4023N3089	2876213	Alnus glutinosa				1	1
2013	1kmE4023N3090	5331916	Betula pendula				1	1
2013	1kmE4023N3091	2875818	Carpinus betulus				1	1
2013	1kmE4023N3091	2875979	Corylus avellana				4	2
2013	1kmE4023N3091	2878688	Quercus robur				1	1
2013	1kmE4023N3091	2880539	Quercus rubra				1	1
2013	1kmE4023N3091	5331916	Betula pendula				1	1
2013	1kmE4023N3091	9118014	Betula pubescens				1	1
2013	1kmE4023N3092	2875818	Carpinus betulus				3	2
2013	1kmE4023N3092	2875979	Corylus avellana				5	1
2013	1kmE4023N3092	2878688	Quercus robur				7	1
2013	1kmE4023N3092	5331916	Betula pendula				2	1
2013	1kmE4023N3092	5333294	Castanea sativa				4	1
2013	1kmE4023N3092	9118014	Betula pubescens				1	1
2013	1kmE4023N3093	2875818	Carpinus betulus				1	1
2013	1kmE4023N3093	2875979	Corylus avellana				3	1
2013	1kmE4023N3093	2878688	Quercus robur				2	1
2013	1kmE4023N3093	2882316	Fagus sylvatica				2	1
2013	1kmE4023N3095	2875979	Corylus avellana				1	1
2013	1kmE4023N3095	2876213	Alnus glutinosa				1	1
2013	1kmE4023N3095	5331916	Betula pendula				1	1
2013	1kmE4023N3096	9118014	Betula pubescens				1	1
2013	1kmE4023N3097	2878688	Quercus robur				1	1
2013	1kmE4023N3098	2878688	Quercus robur				1	1
2013	1kmE4023N3099	2875979	Corylus avellana				1	1
2013	1kmE4023N3099	2876213	Alnus glutinosa				1	1
2013	1kmE4023N3100	2878688	Quercus robur				1	1
2013	1kmE4023N3101	2878688	Quercus robur				1	1
2013	1kmE4023N3106	2876213	Alnus glutinosa				1	1
2013	1kmE4023N3107	2880539	Quercus rubra				1	1
2013	1kmE4023N3108	2875979	Corylus avellana				1	1
2013	1kmE4023N3108	3054368	Juglans regia				1	1
2013	1kmE4023N3110	2875818	Carpinus betulus				1	1
2013	1kmE4023N3111	2876213	Alnus glutinosa				1	1
2013	1kmE4023N3112	5331916	Betula pendula				1	1
2013	1kmE4024N3087	5333294	Castanea sativa				1	1
2013	1kmE4024N3089	2882316	Fagus sylvatica				1	1
2013	1kmE4024N3090	2875818	Carpinus betulus				1	1
2013	1kmE4024N3091	2878688	Quercus robur				2	2
2013	1kmE4024N3092	2876213	Alnus glutinosa				2	1
2013	1kmE4024N3092	5331916	Betula pendula				1	1
2013	1kmE4024N3094	2876213	Alnus glutinosa				1	1
2013	1kmE4024N3094	2878688	Quercus robur				1	1
2013	1kmE4024N3097	2876213	Alnus glutinosa				1	1
2013	1kmE4024N3098	2875979	Corylus avellana				1	1
2013	1kmE4024N3100	3054368	Juglans regia				1	1
2013	1kmE4024N3104	2878688	Quercus robur				1	1
2013	1kmE4024N3106	2882316	Fagus sylvatica				1	1
2013	1kmE4024N3108	2878688	Quercus robur				1	1
2013	1kmE4024N3108	3054368	Juglans regia				1	1
2013	1kmE4024N3109	2875979	Corylus avellana				1	1
2013	1kmE4024N3111	3054368	Juglans regia				1	1
2013	1kmE4024N3112	2876213	Alnus glutinosa				1	1
2013	1kmE4024N3112	3054368	Juglans regia				1	1
2013	1kmE4024N3113	2878688	Quercus robur				1	1
2013	1kmE4025N3083	2875979	Corylus avellana				1	1
2013	1kmE4025N3085	2878688	Quercus robur				1	1
2013	1kmE4025N3086	2875818	Carpinus betulus				1	1
2013	1kmE4025N3087	5333294	Castanea sativa				1	1
2013	1kmE4025N3088	2875979	Corylus avellana				1	1
2013	1kmE4025N3088	2882316	Fagus sylvatica				1	1
2013	1kmE4025N3093	2875818	Carpinus betulus				1	1
2013	1kmE4025N3093	9148577	Alnus incana				1	1
2013	1kmE4025N3094	2876213	Alnus glutinosa				1	1
2013	1kmE4025N3096	2875979	Corylus avellana				1	1
2013	1kmE4025N3097	3054368	Juglans regia				1	1
2013	1kmE4025N3099	2875979	Corylus avellana				1	1
2013	1kmE4025N3104	2875979	Corylus avellana				1	1
2013	1kmE4025N3104	3054368	Juglans regia				1	1
2013	1kmE4025N3105	3054368	Juglans regia				1	1
2013	1kmE4025N3106	2878688	Quercus robur				1	1
2013	1kmE4025N3108	2875979	Corylus avellana				1	1
2013	1kmE4025N3108	2878688	Quercus robur				1	1
2013	1kmE4025N3109	2878688	Quercus robur				1	1
2013	1kmE4025N3112	2876213	Alnus glutinosa				1	1
2013	1kmE4025N3113	2875818	Carpinus betulus				1	1
2013	1kmE4025N3114	3054368	Juglans regia				1	1
2013	1kmE4025N3115	2878688	Quercus robur				1	1
2013	1kmE4025N3116	2876213	Alnus glutinosa				1	1
2013	1kmE4026N3087	2878688	Quercus robur				1	1
2013	1kmE4026N3087	2882316	Fagus sylvatica				1	1
2013	1kmE4026N3088	9148577	Alnus incana				1	1
2013	1kmE4026N3090	2878688	Quercus robur				1	1
2013	1kmE4026N3091	5333294	Castanea sativa				1	1
2013	1kmE4026N3093	2876213	Alnus glutinosa				1	1
2013	1kmE4026N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4026N3094	2876213	Alnus glutinosa				1	1
2013	1kmE4026N3095	2876213	Alnus glutinosa				1	1
2013	1kmE4026N3095	3054368	Juglans regia				1	1
2013	1kmE4026N3096	2882316	Fagus sylvatica				1	1
2013	1kmE4026N3097	2875818	Carpinus betulus				1	1
2013	1kmE4026N3101	2875818	Carpinus betulus				1	1
2013	1kmE4026N3103	9148577	Alnus incana				1	1
2013	1kmE4026N3110	2875979	Corylus avellana				1	1
2013	1kmE4026N3114	3054368	Juglans regia				1	1
2013	1kmE4026N3115	2880539	Quercus rubra				1	1
2013	1kmE4026N3115	3054368	Juglans regia				1	1
2013	1kmE4026N3116	2878688	Quercus robur				1	1
2013	1kmE4027N3086	2875818	Carpinus betulus				1	1
2013	1kmE4027N3089	2875979	Corylus avellana				1	1
2013	1kmE4027N3092	2875979	Corylus avellana				1	1
2013	1kmE4027N3097	3054368	Juglans regia				1	1
2013	1kmE4027N3101	2880539	Quercus rubra				1	1
2013	1kmE4027N3110	5331916	Betula pendula				1	1
2013	1kmE4028N3093	2882316	Fagus sylvatica				1	1
2013	1kmE4028N3102	2878688	Quercus robur				1	1
2013	1kmE4028N3106	2875818	Carpinus betulus				1	1
2013	1kmE4028N3109	2876213	Alnus glutinosa				1	1
2013	1kmE4029N3089	3054368	Juglans regia				1	1
2013	1kmE4029N3094	2882316	Fagus sylvatica				1	1
2013	1kmE4029N3098	2875818	Carpinus betulus				1	1
2013	1kmE4029N3099	3054368	Juglans regia				1	1
2013	1kmE4029N3101	2875818	Carpinus betulus				1	1
2013	1kmE4029N3109	2876213	Alnus glutinosa				1	1
2013	1kmE4030N3097	2878688	Quercus robur				1	1
2013	1kmE4030N3108	3054368	Juglans regia				1	1
2012	1kmE3996N3089	2875818	Carpinus betulus				1	1
2012	1kmE3996N3091	2878688	Quercus robur				1	1
2012	1kmE3997N3087	2878688	Quercus robur				1	1
2012	1kmE3997N3087	3054368	Juglans regia				1	1
2012	1kmE3997N3101	5414202	Myrica gale				1	1
